Dirección;Código postal;Localidad;Provincia;Teléfono;lat;lng
Av. Príncipe de Asturias, 44;28670;Villaviciosa de Odon;Madrid;916169820;40.356544;-3.9024963
Av. Puig i Cadafalch, 194-198;08303;Mataro;Barcelona;937576877;41.54035;2.4258087
Av. Rafael Alberti, 27;28018;Madrid;Madrid;917791060;40.386417;-3.6409354
Av. Rambleta, 36;46470;Catarroja;Valencia;961274559;39.404804;-0.40624738
Av. Ramon y Cajal, 32;23400;Ubeda;Jaén;953795611;38.0132;-3.37672
Av. Real de Madrid, 11;46017;Valencia;Valencia;963778120;39.43536;-0.390744
Av. Real de Pinto, 31;28021;Madrid;Madrid;917100110;40.34588;-3.7062097
Av. Reina Victoria, 70;28003;Madrid;Madrid;914562094;40.44586;-3.7142138
Av. Republica Argentina, 27;41011;Sevilla;Sevilla;954991043;37.3772;-6.003
Av. Republica Argentina, 54;46701;Gandia;Valencia;962863532;38.968628;-0.185338
Av. Reyes Catolicos, 4;09004;Burgos;Burgos;947257930;42.34449;-3.696085
Av. Rey Juan Carlos I, 104;28916;Leganes;Madrid;916857170;40.336266;-3.7404923
Av. Rey Juan Carlos I, 40;28915;Leganes;Madrid;916857010;40.334908;-3.7519276
Av. Rey Juan Carlos I, 53;28916;Leganes;Madrid;916857110;40.335464;-3.745426
Av. Ricardo Soriano, 49;29600;Marbella;Málaga;952766877;36.510315;-4.896275
Av. Rius i Taulet, 41159;08172;Sant Cugat del Valles;Barcelona;936742767;41.47198;2.0815632
Av. Roquetas de Mar, 5;04740;Roquetas de Mar;Almería;950329226;36.754883;-2.60805
Av. San Diego, 92;28053;Madrid;Madrid;915009013;40.38722;-3.668704
Av. Santa Bárbara, 45;45006;Toledo;Toledo;925284106;39.85976;-4.0050817
Av. St. Ildefons, 10;08940;Cornella de Llobregat;Barcelona;933761251;41.364624;2.0832396
Av. Tarongers S/N, Acc. Oeste Acc.oeste Aular;46022;Valencia;Valencia;963724753;39.4778;-0.3399
Av. Tres Cruces, 7;46018;Valencia;Valencia;963791180;39.4689;-0.406183
Av. Valladolid, 11;46020;Valencia;Valencia;963624511;39.4891;-0.360124
Av. Verbena de la Paloma, 12;28041;Madrid;Madrid;913603160;40.359634;-3.6962128
Av. Verge de Montserrat, 101;08820;El Prat de Llobregat;Barcelona;934788292;41.326057;2.095814
Av. Verge de Montserrat, 165;08820;El Prat de Llobregat;Barcelona;933741300;41.324375;2.0914578
Av. Verge de Montserrat, 249;08026;Barcelona;Barcelona;934559462;41.42361;2.17557
Av. Vicente Mortes, 27;46980;Paterna;Valencia;961384440;39.506145;-0.447236
Av. Viñuelas, 27;28760;Tres Cantos;Madrid;918060065;40.596245;-3.7033968
Av. Zaragoza, 23;31500;Tudela;Navarra;948848020;42.06034;-1.6014831
Badia, 7;46113;Moncada;Valencia;961393261;39.5451;-0.398008
Balmes, 18;08007;Barcelona;Barcelona;933026000;41.38704;2.165689
Barcelona, 24;17001;Girona;Girona;972204153;41.9799;2.81819
Barcelona, 30;08242;Manresa;Barcelona;938784058;41.73142;1.8226
Barcelona, 56-Edif. Velazque Edif. Velázquez;43840;Salou;Tarragona;977353160;41.081802;1.131427
Baró de Maldá, 2;08901;L'Hospitalet de Llobregat;Barcelona;932600890;41.360275;2.099387
Baro de Pinopar,2-Esquina C/ Esq. C/oms;07012;Palma de Mallorca;Illes Balears;971724833;39.575;2.6483
Benicarlo, 28;46020;Valencia;Valencia;963622292;39.486897;-0.36555
Berlin, 51-53;08014;Barcelona;Barcelona;933227611;41.38306;2.1387
Bilbao, 42;46009;Valencia;Valencia;963667966;39.488888;-0.371813
Blas Infante, 10;29631;Arroyo de la Miel;Málaga;952576396;36.598557;-4.535051
Bloc Costa Rica Esc. A;43007;Tarragona;Tarragona;977250140;41.138836;1.2519127
Bulevar Juan Carlos I Rey de España;24400;Ponferrada;León;987456686;42.54537;-6.5953307
Bulevar la Cala (Edif. del Sol, Loc. B-30);29649;La Cala;Málaga;952587722;36.5057;-4.67775
Bulevar Louis Pasteur, 8-10;29010;Malaga;Málaga;952629999;36.71834;-4.461984
C/ 18 de Julio,2;05240;Navalperal de Pinares;Ávila;918404190;40.593906;-4.411456
C/ Acequia, 28;12469;Teresa;Castellón;964141360;39.90022;-0.6594506
C/ Aguacate, 42;28044;Madrid;Madrid;915111980;40.37089;-3.74681
C/ Agustín de Foxa, 23;28036;Madrid;Madrid;917320285;40.469845;-3.6859238
C/ Agustín Rodríguez Sahagún, 18;05003;Avila;Ávila;920227835;40.64789;-4.6817317
C/ Alabau, 20;46026;Horno de Alcedo;Valencia;963765724;39.4325;-0.374651
Calabazas, 17;46001;Valencia;Valencia;963512977;39.4728;-0.378706
Calabria, 2;08530;La Garriga;Barcelona;938605573;41.6858;2.2855
Calabria, 267-271;08029;Barcelona;Barcelona;933224323;41.38741;2.14484
C/ Alameda, 1;19180;Marchamalo;Guadalajara;949325510;40.6688;-3.2018116
C/ Alameda, 1;28130;Alalpardo;Madrid;916205233;40.628857;-3.474685
C/ Alameda de Colón, 10;29001;Malaga;Málaga;952120087;36.71557;-4.4248185
C/ Alamillos, 5;18800;Baza;Granada;958712522;37.48936;-2.773097
C/ Alaro, 7;28042;Madrid;Madrid;917480880;40.471073;-3.5826547
C/ Albacete, 36;12004;Castellon de la Plana;Castellón;964209096;40.00062;-0.04797936
C/ Alberche, 50;45007;Toledo;Toledo;925245057;39.86787;-3.9444456
C/ Albino Pérez Ayestarain, 38;28830;San Fernando de Henares;Madrid;916601895;40.427444;-3.5369267
C/ Alcalá, 1;28014;Madrid;Madrid;913604033;40.417164;-3.7021413
C/ Alcalá, 213;28028;Madrid;Madrid;917240180;40.429516;-3.6661348
C/ Alcalá, 269;28027;Madrid;Madrid;914057300;40.43198;-3.656392
C/ Alcalá, 290;28027;Madrid;Madrid;914057100;40.43264;-3.6514735
C/ Alcalá, 348;28027;Madrid;Madrid;913682495;40.434467;-3.6451013
C/ Alcalá, 401;28027;Madrid;Madrid;913682280;40.437035;-3.6402512
C/ Alcalá, 44;28014;Madrid;Madrid;913604048;40.418724;-3.6962771
C/ Alcalá, 45;28014;Madrid;Madrid;917011060;40.419083;-3.6962764
C/ Alcalá, 455;28027;Madrid;Madrid;913717220;40.43901;-3.634457
C/ Alcalá, 508;28027;Madrid;Madrid;913750947;40.440975;-3.626207
C/ Alcalá, 581;28022;Madrid;Madrid;913717280;40.4451;-3.6147459
C/ Alcalá 591;28022;Madrid;Madrid;913717060;40.446236;-3.6132076
C/ Alcalá de Xivert, s/n;12579;Alcossebre;Castellón;964414109;40.244953;0.27703866
C/ Alcalde Antonio L. Sánchez Prados, 6;51001;Ceuta;Ceuta;956524021;35.888218;-5.315662
C/ Alcalde Carrasco, 26;13640;Herencia;Ciudad Real;926574700;39.367325;-3.356275
C/ Alcalde Martín de Alzaga, 9;28039;Madrid;Madrid;913980010;40.462875;-3.717381
C/ Alcalde Palau, 56-58;43870;Amposta;Tarragona;977706106;40.712547;0.57920694
C/ Alcalde Pedro González González, 12;28914;Leganes;Madrid;916484812;40.317566;-3.786378
C/ Alcalde Salvador Delgado Molín, 4;46815;Llosa de Ranes;Valencia;962230235;39.01711;-0.5349022
C/ Alcarria, 98;28915;Leganes;Madrid;916857005;40.32985;-3.754231
C/ Alcaudón, 17;28019;Madrid;Madrid;914281900;40.395992;-3.7329407
C/ Alfabegues, 21;46117;Betera;Valencia;961600162;39.592106;-0.45983255
C/ Alfons I, 7;17520;Puigcerda;Girona;972884748;42.431652;1.927828
C/ Alfonso Glez. Hoz 3;40350;Escalona del Prado;Segovia;921570582;41.166428;-4.121697
C/ Alfonso Senra, 38;28440;Guadarrama;Madrid;918549710;40.673714;-4.090794
C/ Alfonso VIII, 4;10600;Plasencia;Cáceres;927426003;40.03002;-6.086812
C/ Alfonso X El Sabio, 36;28980;Parla;Madrid;916644200;40.232544;-3.7674682
C/ Alfonso XI, 8;11201;Algeciras;Cádiz;956587014;36.13239;-5.447588
C/ Alfredo Aleix, 38-40;28044;Madrid;Madrid;915111190;40.368317;-3.7567065
C/ Alfredo Marquerie, 11;28034;Madrid;Madrid;913782026;40.487404;-3.697422
C/ Alfredo Marquerie, 23;28034;Madrid;Madrid;913782029;40.487278;-3.7019527
C/ Algorta, 8-10;28830;San Fernando de Henares;Madrid;916601900;40.41796;-3.52601
C/ Alicante, 20;46892;Montaverner;Valencia;962297066;38.8879;-0.496584
CALLE DE LA PLAZUELA, 15;40142;Marugan;Segovia;921196239;40.896202;-4.3846717
Calleja de la Fuente;45470;Los Yebenes;Toledo;925322503;39.581924;-3.8698182
C/ Almagro, 27;28010;Madrid;Madrid;913913073;40.43197;-3.692021
C/ Almagro, 3;13260;Bolaños de Calatrava;Ciudad Real;926884710;38.906036;-3.6669338
C/ Almansa, 1;28300;Aranjuez;Madrid;918929370;40.033676;-3.5978937
C/ Almendrales, 35;28026;Madrid;Madrid;915005440;40.38568;-3.7002673
C/ Almirante Cervera, 24;07470;Port de Pollença;Illes Balears;971865318;39.908665;3.0824978
C/ Alonso Cano, 3;28933;Mostoles;Madrid;916646170;40.33429;-3.8716247
C/ Alto del Leon 28;40410;San Rafael;Segovia;921171613;41.49465;-3.962583
C/ Amador de Los Ríos, 6;41003;Sevilla;Sevilla;954989260;37.38847;-5.9826136
C/ Amezti, 3 (Getxo);48991;Algorta;Vizcaya;944914414;43.34906;-3.0106852
Camí d'Onda, 40;12530;Burriana;Castellón;964577095;39.89195;-0.08864164
Camino de Coin, 5;29640;Fuengirola;Málaga;952667923;36.53834;-4.626171
Camino de los Vinateros, 12;28030;Madrid;Madrid;913287115;40.41047;-3.6601546
Camino de Moncada, 70;46025;Valencia;Valencia;963652845;39.4929;-0.379694
Camino de Ronda, 150;18003;Granada;Granada;958804030;37.178474;-3.610824
Camino de Valderribas, 93;28038;Madrid;Madrid;913287164;40.399246;-3.6615274
Camino de Vera, S/N;46022;Valencia;Valencia;963697088;39.4831;-0.338935
Cami Ral, 114-116;08301;Mataro;Barcelona;937961646;41.54071;2.45268
Cami Ral, 52;08490;Tordera;Barcelona;937642284;41.69935;2.71814
Cami Real, 119;46900;Torrent;Valencia;961559681;39.4339;-0.479472
Cami Real, 21;46470;Catarroja;Valencia;961263108;39.403168;-0.403387
Camí Real, 24;46500;San Antonio de Benageber;Valencia;962653010;39.679836;-0.277212
C/ Ancha, 20;24400;Ponferrada;León;987456380;42.54701;-6.5882993
C/ Ancha, 9;11540;Sanlucar de Barrameda;Cádiz;956385008;36.778805;-6.353576
C/ Andaluces, 18;28038;Madrid;Madrid;913807700;40.39021;-3.6387446
C/ Andaluces del Pozo, 8;28053;Madrid;Madrid;915079120;40.37162;-3.6602175
C/ Ángel, 19;28005;Madrid;Madrid;913644000;40.409725;-3.7131543
C/ Ángeles 5-7;28944;Fuenlabrada;Madrid;916856006;40.286964;-3.7913883
C/ Àngel Guimerà, 4;17820;Banyoles;Girona;972576400;42.117683;2.7651594
C/ Ángel Serradilla, 6;21007;Huelva;Huelva;959357311;37.254025;-6.933202
C/ ANNIBAL, 19 C/V PL. NAVEGACIO;07013;Palma de Mallorca;Illes Balears;971787072;39.571575;2.6378655
C/ Anselm Clave, 5;08100;Mollet del Valles;Barcelona;935796900;41.538193;2.21412
C/ Antequera, 4;28041;Madrid;Madrid;913920800;40.369797;-3.6921787
C/ Antoni Asens, 10;43740;Mora D'Ebre;Tarragona;977414004;41.09043;0.6434014
C/ Antoni Marqués, 12;07003;Palma de Mallorca;Illes Balears;971763072;39.579647;2.6513147
C/ Antonio Hernández, 20;28931;Mostoles;Madrid;916645600;40.323185;-3.866104
C/ Antonio Leyva, 82;28019;Madrid;Madrid;915655205;40.388935;-3.7164366
C/ Antonio Leyva, 8;28019;Madrid;Madrid;915655055;40.39581;-3.7152374
C/ Antonio López, 19;28320;Pinto;Madrid;916925420;40.25488;-3.6998138
C/ Antonio López, 80;28019;Madrid;Madrid;915655115;40.39388;-3.7078214
C/ Antonio Machado, 35;01010;Vitoria-Gasteiz;Álava;945197397;42.860577;-2.6933467
C/ Antonio Maura, 20;28014;Madrid;Madrid;915238825;40.41642;-3.6894305
C/ Antonio Ponz, 5;12431;Toras;Castellón;964120176;39.91971;-0.685429
C/ Antonio Velasco Zazo, 1;28026;Madrid;Madrid;915005030;40.381134;-3.7031317
C/ Añastro, 25;28033;Madrid;Madrid;913834019;40.468475;-3.661968
C/ Apolonio Morales, 1;28036;Madrid;Madrid;913530700;40.463455;-3.6847982
C/ Apóstol Santiago, 10;46330;Camporrobles;Valencia;962181057;39.647602;-1.3991368
C/ Aquitania, 28;28032;Madrid;Madrid;913135780;40.4196;-3.6154606
C/ Arago, 182;07008;Palma de Mallorca;Illes Balears;971706210;39.58488;2.6720471
C/ Aragón, 14;28903;Getafe;Madrid;916010240;40.31113;-3.7188559
C/ Aragón, 314;08009;Barcelona;Barcelona;934677222;41.395096;2.1690342
C/ Archiduque Carlos, 70;46014;Valencia;Valencia;963170018;39.461;-0.39945334
C/ Arco, 12;45700;Consuegra;Toledo;925467504;39.46115;-3.607525
Cardenal Benlloch, 67;46021;Valencia;Valencia;963875740;39.47172;-0.35434
C/ Arenas, 42;13250;Daimiel;Ciudad Real;926260620;39.0713;-3.6093025
C/ Arévalo, 1;05001;Avila;Ávila;920229100;40.656235;-4.6911945
C/ Argenta, 1;28037;Madrid;Madrid;913135710;40.421783;-3.6165895
C/ Argumosa, 35-37;28012;Madrid;Madrid;915063500;40.40786;-3.696556
C/ Armanya, 6;27001;Lugo;Lugo;982280301;43.010616;-7.5580053
C/ Armas, 22;45001;Toledo;Toledo;925284114;39.859905;-4.0210795
C/ Armenteros, 24 -26;28039;Madrid;Madrid;915671130;40.464;-3.712799
C/ Arquitecto Julio Carrilero;02005;Albacete;Albacete;967550116;38.9988;-1.8644679
C/ Arquitecto Romaní, 33;12592;Chilches;Castellón;964590186;39.782833;-0.18806845
CARRER BIADA, 82-86;08302;Mataro;Barcelona;937562556;41.537357;2.436408
Carrer d'Aragó, 63-65;07800;Ibiza;Illes Balears;971398288;38.90822;1.4273751
Carrer de la Marina, 16;08005;Barcelona;Barcelona;932240530;41.3875;2.1971476
Carretera Colmenar Viejo Km 15 S/N (UAM Pabellón B);28049;Madrid;Madrid;917355700;40.54499;-3.6999035
C/ Arro, 21;13580;Almodovar del Campo;Ciudad Real;926442000;38.708923;-4.178056
C/ Arroyada, 76;45100;Sonseca;Toledo;925395308;39.677498;-3.9738812
C/ Arroyazo, 10;06400;Don Benito;Badajoz;924808036;38.95464;-5.86299
C/ Arroyo, 24;28029;Madrid;Madrid;917320265;40.46963;-3.7020533
C/ Arroyo Belincoso, 1;28030;Madrid;Madrid;913287060;40.408325;-3.6529982
C/ Arroyo de Fontarrón,21;28030;Madrid;Madrid;913287169;40.40465;-3.6512916
C/ Arroyo S/N S/n;40213;Vallelado;Segovia;921150588;41.404015;-4.430009
Carteros, 80;46017;Valencia;Valencia;963771993;39.4484;-0.389555
C/ Arturo Soria, 299;28033;Madrid;Madrid;913837711;40.477596;-3.6689618
C/ Arturo Soria 353;28033;Madrid;Madrid;913837725;40.482826;-3.6646132
C/ Arzobispo Loaces, 17;03003;Alicante;Alicante;965924144;38.340126;-0.49046874
C/ Asencio y Toledo, 29 (Bellavista);41014;Sevilla;Sevilla;954689280;37.324825;-5.9682713
Caspe, 59;08010;Barcelona;Barcelona;932655113;41.39314;2.1757
Castan Tobeñas, 16;46018;Valencia;Valencia;963707636;39.4741;-0.396945
Castelar, 1;03630;Sax;Alicante;965474518;38.5375;-0.817945
C/ Astorga, 5;24750;La Bañeza;León;987656043;42.300045;-5.8978324
Catalunya, 2;08970;Sant Joan Despi;Barcelona;934776370;41.367294;2.056127
C/ Atilano Rodríguez, 9;39002;Santander;Cantabria;942318130;43.456177;-3.825893
C/ Atocha, 62;28012;Madrid;Madrid;913600330;40.411896;-3.6984122
C/ Augusto García Sánchez, 8;36001;Pontevedra;Pontevedra;986866881;42.42823;-8.6450205
C/ Ausias March, 11;46293;Alcantera de Xuquer;Valencia;962580324;39.06889;-0.5600774
C/ Ausiàs March, 25;46440;Almussafes;Valencia;961767042;39.293045;-0.41424036
C/ Ausiàs March, 6;46837;Quatretonda;Valencia;962264565;38.94648;-0.4016474
C/ Ausias March, 72;08013;Barcelona;Barcelona;932700570;41.393955;2.1792948
C/ Australia, 11;08914;Badalona;Barcelona;933872194;41.441326;2.2217488
C/ Autonomía, 26;48010;Bilbao;Vizcaya;944702040;43.257572;-2.9382577
C/ Avd. de Los Toreros, 32;28028;Madrid;Madrid;917240740;40.43234;-3.6654317
C/ Avecendrell, 9;46770;Xeraco;Valencia;962890105;39.032658;-0.216205
C/ Ávila, 2;05115;Navarrevisca;Ávila;920289039;40.364204;-4.895439
C/ Ayala, 150;28009;Madrid;Madrid;913096400;40.427105;-3.6704636
C/ Ayala, 80;29002;Malaga;Málaga;952363182;36.70679;-4.435182
C/ Azuela, s/n;28400;Collado Villalba;Madrid;918497500;40.62731;-4.018754
C/ Baix, 7;46838;Llutxent;Valencia;962294102;38.9413;-0.355929
C/ Bajada de la Iglesia, 2;45800;Quintanar de la Orden;Toledo;925560003;39.591084;-3.042253
C/ Balandro, 38;28042;Madrid;Madrid;913717040;40.455112;-3.5892358
C/ Balbuena, 1;13300;Valdepeñas;Ciudad Real;926348014;38.759705;-3.3851748
C/ Baleares, 25;28937;Mostoles;Madrid;916853020;40.324413;-3.8562906
C/ Baleares, 6;28931;Mostoles;Madrid;916853011;40.32754;-3.8590865
C/ Balmes, 319;08006;Barcelona;Barcelona;932530264;41.402817;2.1443295
C/ Balmes, 438;08022;Barcelona;Barcelona;932530262;41.40803;2.1381807
C/ Barceló, 7;28004;Madrid;Madrid;915910005;40.42659;-3.700354
C/ Barcelona, 12;43840;Salou;Tarragona;977388542;41.076992;1.1317189
C/ Barcelona, 27;15010;A Coruña;Coruña;981148390;43.36085;-8.420377
C/ Barcelona, 48-54;43881;Cunit;Tarragona;977159164;41.196392;1.6221571
C/ Barcelona, 73-C;08242;Manresa;Barcelona;938787399;41.734497;1.8231808
C/ Barquillo, 17;28004;Madrid;Madrid;913604007;40.42178;-3.6957653
C/ Bartomeu Rosselló-Pòrcel, 32;07014;Palma de Mallorca;Illes Balears;971221110;39.570793;2.6302407
C/ Batalla del Salado, 1;11380;Tarifa;Cádiz;956627609;36.01443;-5.6044197
C/ Bayona 25;40560;Boceguillas;Segovia;921543138;41.33665;-3.640468
C/ Beatriz Galindo, 2;28702;San Sebastian de los Reyes;Madrid;912685624;40.560818;-3.6203818
C/ Benito Pérez Galdós, 16;46600;Alzira;Valencia;962459030;39.150055;-0.43562293
C/ Benito Prieto, 12;28019;Madrid;Madrid;915655324;40.386646;-3.7225258
C/ Berlín, 2;07600;El Arenal;Illes Balears;971745363;39.50515;2.7519224
C/ Berrocal, 5;28021;Madrid;Madrid;917231250;40.3472;-3.6769867
C/ Betanzos, 5;28925;Alcorcon;Madrid;916427800;40.356617;-3.81217
C/ Bilbao, 1;28939;Arroyomolinos;Madrid;916899500;40.267532;-3.9213252
C/ Bilbao, 182;08018;Barcelona;Barcelona;933608906;41.410244;2.193811
C/ Bilbao, 58;08005;Barcelona;Barcelona;933037940;41.403717;2.202511
C/ Biosca, 2;28043;Madrid;Madrid;913821220;40.47058;-3.6499295
C/ Bisbe Ruano, 4;25006;Lleida;Lleida;973725014;41.61845;0.6187381
C/ Blanquerna, 56;07010;Palma de Mallorca;Illes Balears;971763074;39.582794;2.648942
C/ Blasco de Garay,38;28015;Madrid;Madrid;915910090;40.432934;-3.711362
C/ Blasco de Garay, 61;28015;Madrid;Madrid;915500530;40.437164;-3.7113383
C/ Blasco Ibañez, 23;46688;Polinya de Xuquer;Valencia;962973288;39.197002;-0.36934823
C/ Blasco Ibáñez, 2;46294;Carcer;Valencia;962580012;39.06863;-0.5677298
C/ Bogatell, 51;08930;Sant Adria de Besos;Barcelona;934626940;41.43128;2.2183423
C/ Bohemios, 2;28041;Madrid;Madrid;913603030;40.356556;-3.6938095
C/ Boleo, 7;28597;Fuentidueña de Tajo;Madrid;918766010;40.11813;-3.1611657
C/ Boltaña, 90;28022;Madrid;Madrid;913717180;40.447617;-3.6095827
C/ Bonavista, 72-74;08960;Sant Just Desvern;Barcelona;934702790;41.38364;2.0771577
C/ Boteros, 1;16600;San Clemente;Cuenca;969307002;39.40389;-2.4290323
C/ Boulevar, 5;50410;Cuarte de Huerva;Zaragoza;976463597;41.5924;-0.9325544
C/ Bravo Murillo, 140;28020;Madrid;Madrid;914560225;40.450382;-3.7032666
C/ Bravo Murillo, 186;28020;Madrid;Madrid;915670260;40.45453;-3.7027144
C/ Bravo Murillo, 20;28015;Madrid;Madrid;915910150;40.435898;-3.7042894
C/ Bravo Murillo, 208;28020;Madrid;Madrid;915670890;40.457294;-3.7014492
C/ Bravo Murillo, 286;28020;Madrid;Madrid;915670680;40.46151;-3.6978424
C/ Bravo Murillo,321;28020;Madrid;Madrid;915670005;40.46368;-3.6964562
C/ Brecia, 2;28028;Madrid;Madrid;917240200;40.436516;-3.6643937
C/ Bretón de Los Herreros, 46;28003;Madrid;Madrid;914519003;40.43937;-3.695168
C/ Bruixa, 46;08014;Barcelona;Barcelona;934092055;41.384304;2.1336973
C/ Buenos Aires, 3;28944;Fuenlabrada;Madrid;916856021;40.285084;-3.786732
C/ Buen Suceso, 47;46511;Benifairo de Les Valls;Valencia;962600269;39.72729;-0.26910603
C/ Burgohondo, 11;05002;Avila;Ávila;920250291;40.65042;-4.7014403
C/ Caballeros, 20;46165;Bugarra;Valencia;961660018;39.608837;-0.774968
C/ Caballeros, 2;12001;Castellon de la Plana;Castellón;964340760;39.986378;-0.03685355
C/ Caballeros, 2;12001;Castellon de la Plana;Castellón;964356459;39.98645;-0.036834
C/ Cabo Tortosa, 2;28500;Arganda del Rey;Madrid;918760260;40.31352;-3.474158
C/ Cáceres;28921;Alcorcon;Madrid;916427600;40.347485;-3.8327157
C/ Calahorra, 2;28032;Madrid;Madrid;913716010;40.407608;-3.6097198
C/ Calatrava, 49;13003;Ciudad Real;Ciudad Real;926270111;38.991066;-3.9235675
C/ Calvario, 1;12593;Moncofa;Castellón;964580080;39.807594;-0.14610864
C/ Calvo Sotelo, 30;05410;Mombeltran;Ávila;920236104;40.259773;-5.0178337
C/ Calvo Sotelo, 34;05560;Villatoro;Ávila;920237504;40.55525;-5.11224
C/ Calzada,29;05350;San Pedro del Arroyo;Ávila;920237500;40.802197;-4.8715677
C/ Cámara, 67;33400;Aviles;Asturias;985525007;43.55976;-5.9252896
C/ Camarena, 201;28047;Madrid;Madrid;917199800;40.387554;-3.7562406
C/ Camí Fondo, 2;46138;Rafelbuñol;Valencia;961410245;39.588665;-0.3343615
C/ Camino de Ganapanes, 33;28035;Madrid;Madrid;913769150;40.47511;-3.7159824
C/ Camino de las Huertas, 2;28223;Pozuelo de Alarcon;Madrid;913518342;40.4376;-3.8180816
C/ Camino de las Torres, 10;50008;Zaragoza;Zaragoza;976461020;41.64624;-0.8743318
C/ Camino de San José, 10;12005;Castellon de la Plana;Castellón;964239983;39.97895;-0.03403992
C/ Camino Real, 31;46500;Sagunto;Valencia;962659600;39.679504;-0.2758491
C/ Camino Viejo de Leganés, 151;28025;Madrid;Madrid;913602010;40.383118;-3.7295642
C/ Camino Viejo de Leganés, 180;28025;Madrid;Madrid;913602004;40.378143;-3.7334259
C/ Camino Viejo de Leganés,49;28019;Madrid;Madrid;914281300;40.39084;-3.7249138
C/ Camino Vinateros,51;28030;Madrid;Madrid;913287020;40.41076;-3.653791
C/ Camí Real, 59;12118;Useras;Castellón;964388513;40.15741;-0.16401708
C/ Campiña, 2;19005;Guadalajara;Guadalajara;949248288;40.639423;-3.1478353
C/ Campiña, 5;28053;Madrid;Madrid;915079150;40.378796;-3.6696465
C/ Campo, 7;13700;Tomelloso;Ciudad Real;926538028;39.15877;-3.021968
C/ Canal del Bósforo, 20;28022;Madrid;Madrid;913717200;40.440006;-3.612439
C/ Canalejas, 29;29700;Vélez-Málaga;Málaga;952558030;36.782173;-4.10702
C/ Canarias, 3;45005;Toledo;Toledo;925284104;39.873104;-4.0356226
C/ Cándido Mateos, 31 (Entrada por C/ Monforte de Lemos, 195);28035;Madrid;Madrid;913769610;40.475903;-3.7200308
C/ Canónigo Llopis Espí, 25;46894;Genoves;Valencia;962229183;38.989777;-0.46874285
C/ Cánovas del Castillo, 39;30520;Jumilla;Murcia;968716022;38.47456;-1.3286685
C/ Cánovas del Castillo, 5;28807;Alcala de Henares;Madrid;918870220;40.48743;-3.366108
C/ Cantarranas, 6;05164;Hernansancho;Ávila;920261006;40.857834;-4.730387
C/ Cañada, 25;28030;Madrid;Madrid;913287075;40.40482;-3.644523
C/ Cañadilla, 2;28230;Las Rozas;Madrid;916361125;40.4906;-3.87069
C/ Cañito Bazán;14011;Cordoba;Córdoba;957767720;37.89444;-4.7990623
C/ Capitá Arenas, 48;08034;Barcelona;Barcelona;932065830;41.392265;2.1252966
C/ Capitán Haya, 38;28020;Madrid;Madrid;915671010;40.459976;-3.6917064
C/ Capitán Quesada, 37;35460;Galdar;Las Palmas;928888272;28.145487;-15.652701
C/ Caramuel;28011;Madrid;Madrid;917550245;40.413677;-3.727058
C.C. Aravaca (C/ Rosa Luxemburgo, s/n);28023;Madrid;Madrid;917299014;40.450336;-3.772763
C.C Arce (C/ Cid Campeador, 7);28935;Mostoles;Madrid;916655200;40.327766;-3.874908
C/ Cardenal Siliceo, 14;28002;Madrid;Madrid;915151061;40.444767;-3.6711907
C/ Carlos Martín Álvarez, 21;28018;Madrid;Madrid;915009014;40.39009;-3.6627545
C/ Carlos Martín Álvarez, 98;28018;Madrid;Madrid;915009011;40.38622;-3.666268
C/ Carlos Maurrás, 13;28036;Madrid;Madrid;913531000;40.462044;-3.687524
C/ Carlos Ruiz, 1;28971;Griñon;Madrid;918103200;40.213203;-3.8525693
C/ Carlos Ruiz, 16;28864;Ajalvir;Madrid;918874190;40.534;-3.4795117
C/ Carlos Ruiz, 3;28512;Villar del Olmo;Madrid;918732051;40.336575;-3.2359688
C/ Carmelo, 7;48004;Bilbao;Vizcaya;944597476;43.253986;-2.91363
C/ Carmen 9;40460;Santiuste San Juan Bautista;Segovia;921596037;41.074142;-4.158341
C/ Carretas, 38;28670;Villaviciosa de Odon;Madrid;916169430;40.35753;-3.9011135
C/ Carretera de Solana, 73;13200;Manzanares;Ciudad Real;926647620;38.998184;-3.3632014
C/ Cartagena, 115;28002;Madrid;Madrid;915151017;40.44114;-3.674902
C/ Casimiro Sainz, 7;39004;Santander;Cantabria;942318140;43.46396;-3.796775
C/ Castelao, 1;27880;Burela;Lugo;982582019;43.6614;-7.35892
C/ Castelao, 3;36001;Pontevedra;Pontevedra;986866041;42.43012;-8.642615
C/ Castelar, 7;06480;Montijo;Badajoz;924459007;38.909058;-6.616647
C/ Castellón, 14;12470;Navajas;Castellón;964711690;39.877598;-0.5076188
C/ Castellón, 6;12185;Les Coves de Vinroma;Castellón;964426127;40.3109;0.121397
C/ Castillo, 6;13248;Alhambra;Ciudad Real;926356769;38.899708;-3.0529485
C/ Castillo de Arévalo, 9 (Urb. Montepilar. Európolis);28230;Las Rozas;Madrid;916404470;40.50858;-3.8954365
C/ Castillo de Oropesa, 1;28037;Madrid;Madrid;913750160;40.427814;-3.6293416
C/ Castrillo de Aza, 22;28031;Madrid;Madrid;913013005;40.384075;-3.6100216
C/ Catadau, 2;46197;Alfarp;Valencia;962550361;39.277164;-0.56156874
C/ Cataluña, 26;46520;Puerto de Sagunto;Valencia;962681449;39.662727;-0.214092
C/ Cava Baja;28005;Madrid;Madrid;913644700;40.413673;-3.708076
